
1	1.00	0.01	0.02
2	1.00	0.02	0.05
3	0.67	0.02	0.05
4	0.75	0.04	0.07
5	0.80	0.05	0.09
6	0.83	0.06	0.11
7	0.86	0.07	0.13
8	0.88	0.09	0.16
9	0.89	0.10	0.18
10	0.80	0.10	0.17
11	0.82	0.11	0.19
12	0.83	0.12	0.21
13	0.77	0.12	0.21
14	0.79	0.13	0.23
15	0.73	0.13	0.23
16	0.69	0.13	0.22
17	0.65	0.13	0.22
18	0.67	0.15	0.24
19	0.63	0.15	0.24
20	0.60	0.15	0.24
21	0.62	0.16	0.25
22	0.64	0.17	0.27
23	0.65	0.18	0.29
24	0.67	0.20	0.30
25	0.68	0.21	0.32
26	0.65	0.21	0.31
27	0.67	0.22	0.33
28	0.68	0.23	0.35
29	0.69	0.24	0.36
30	0.70	0.26	0.38
31	0.71	0.27	0.39
32	0.72	0.28	0.40
33	0.70	0.28	0.40
34	0.71	0.29	0.41
35	0.71	0.30	0.43
36	0.72	0.32	0.44
37	0.73	0.33	0.45
38	0.74	0.34	0.47
39	0.74	0.35	0.48
40	0.75	0.37	0.49
41	0.76	0.38	0.50
42	0.76	0.39	0.52
43	0.77	0.40	0.53
44	0.77	0.41	0.54
45	0.78	0.43	0.55
46	0.78	0.44	0.56
47	0.77	0.44	0.56
48	0.77	0.45	0.57
49	0.76	0.45	0.56
50	0.76	0.46	0.58
51	0.75	0.46	0.57
52	0.75	0.48	0.58
53	0.75	0.49	0.59
54	0.76	0.50	0.60
55	0.76	0.51	0.61
56	0.77	0.52	0.62
57	0.77	0.54	0.63
58	0.78	0.55	0.64
59	0.76	0.55	0.64
60	0.77	0.56	0.65
61	0.77	0.57	0.66
62	0.77	0.59	0.67
63	0.78	0.60	0.68
64	0.78	0.61	0.68
65	0.77	0.61	0.68
66	0.77	0.62	0.69
67	0.78	0.63	0.70
68	0.76	0.63	0.69
69	0.77	0.65	0.70
70	0.77	0.66	0.71
71	0.76	0.66	0.71
72	0.76	0.67	0.71
73	0.77	0.68	0.72
74	0.77	0.70	0.73
75	0.77	0.71	0.74
76	0.78	0.72	0.75
77	0.78	0.73	0.75
78	0.78	0.74	0.76
79	0.78	0.76	0.77
80	0.79	0.77	0.78
81	0.79	0.78	0.79
82	0.79	0.79	0.79
83	0.80	0.80	0.80
84	0.80	0.82	0.81
85	0.80	0.83	0.81
86	0.80	0.84	0.82
87	0.80	0.85	0.83
88	0.81	0.87	0.84
89	0.80	0.87	0.83
90	0.80	0.88	0.84
91	0.80	0.89	0.84
92	0.80	0.90	0.85
93	0.81	0.91	0.86
94	0.81	0.93	0.86
95	0.81	0.94	0.87
96	0.81	0.95	0.88
97	0.81	0.96	0.88
98	0.82	0.98	0.89
99	0.82	0.99	0.90
100	0.82	1.00	0.90
