
1	1.00	0.02	0.03
2	0.50	0.02	0.03
3	0.33	0.02	0.03
4	0.50	0.04	0.07
5	0.60	0.05	0.10
6	0.67	0.07	0.13
7	0.57	0.07	0.13
8	0.63	0.09	0.15
9	0.67	0.11	0.18
10	0.70	0.12	0.21
11	0.64	0.12	0.21
12	0.67	0.14	0.23
13	0.62	0.14	0.23
14	0.57	0.14	0.23
15	0.53	0.14	0.22
16	0.56	0.16	0.25
17	0.59	0.18	0.27
18	0.61	0.19	0.29
19	0.63	0.21	0.32
20	0.65	0.23	0.34
21	0.62	0.23	0.33
22	0.64	0.25	0.35
23	0.65	0.26	0.38
24	0.67	0.28	0.40
25	0.68	0.30	0.41
26	0.65	0.30	0.41
27	0.67	0.32	0.43
28	0.64	0.32	0.42
29	0.62	0.32	0.42
30	0.60	0.32	0.41
31	0.61	0.33	0.43
32	0.63	0.35	0.45
33	0.61	0.35	0.44
34	0.59	0.35	0.44
35	0.60	0.37	0.46
36	0.61	0.39	0.47
37	0.62	0.40	0.49
38	0.63	0.42	0.51
39	0.64	0.44	0.52
40	0.63	0.44	0.52
41	0.61	0.44	0.51
42	0.60	0.44	0.51
43	0.58	0.44	0.50
44	0.57	0.44	0.50
45	0.58	0.46	0.51
46	0.57	0.46	0.50
47	0.55	0.46	0.50
48	0.56	0.47	0.51
49	0.57	0.49	0.53
50	0.58	0.51	0.54
51	0.59	0.53	0.56
52	0.60	0.54	0.57
53	0.58	0.54	0.56
54	0.59	0.56	0.58
55	0.58	0.56	0.57
56	0.57	0.56	0.57
57	0.58	0.58	0.58
58	0.57	0.58	0.57
59	0.56	0.58	0.57
60	0.55	0.58	0.56
61	0.56	0.60	0.58
62	0.55	0.60	0.57
63	0.54	0.60	0.57
64	0.55	0.61	0.58
65	0.55	0.63	0.59
66	0.55	0.63	0.59
67	0.55	0.65	0.60
68	0.56	0.67	0.61
69	0.57	0.68	0.62
70	0.57	0.70	0.63
71	0.56	0.70	0.63
72	0.57	0.72	0.64
73	0.58	0.74	0.65
74	0.57	0.74	0.64
75	0.57	0.75	0.65
76	0.57	0.75	0.65
77	0.57	0.77	0.66
78	0.56	0.77	0.65
79	0.56	0.77	0.65
80	0.55	0.77	0.64
81	0.56	0.79	0.65
82	0.55	0.79	0.65
83	0.54	0.79	0.64
84	0.55	0.81	0.65
85	0.55	0.82	0.66
86	0.55	0.82	0.66
87	0.55	0.84	0.67
88	0.55	0.84	0.66
89	0.55	0.86	0.67
90	0.56	0.88	0.68
91	0.56	0.89	0.69
92	0.55	0.89	0.68
93	0.55	0.89	0.68
94	0.55	0.91	0.69
95	0.56	0.93	0.70
96	0.56	0.95	0.71
97	0.57	0.96	0.71
98	0.57	0.98	0.72
99	0.57	0.98	0.72
100	0.57	1.00	0.73
