1	1.00	0.01	0.03
2	1.00	0.03	0.05
3	1.00	0.04	0.08
4	1.00	0.06	0.11
5	1.00	0.07	0.13
6	1.00	0.08	0.16
7	1.00	0.10	0.18
8	1.00	0.11	0.20
9	1.00	0.13	0.22
10	1.00	0.14	0.25
11	1.00	0.15	0.27
12	1.00	0.17	0.29
13	1.00	0.18	0.31
14	1.00	0.20	0.33
15	1.00	0.21	0.35
16	1.00	0.23	0.37
17	1.00	0.24	0.39
18	1.00	0.25	0.40
19	1.00	0.27	0.42
20	1.00	0.28	0.44
21	1.00	0.30	0.46
22	1.00	0.31	0.47
23	1.00	0.32	0.49
24	1.00	0.34	0.51
25	1.00	0.35	0.52
26	1.00	0.37	0.54
27	1.00	0.38	0.55
28	1.00	0.39	0.57
29	1.00	0.41	0.58
30	1.00	0.42	0.59
31	1.00	0.44	0.61
32	1.00	0.45	0.62
33	1.00	0.46	0.63
34	1.00	0.48	0.65
35	1.00	0.49	0.66
36	1.00	0.51	0.67
37	1.00	0.52	0.69
38	1.00	0.54	0.70
39	1.00	0.55	0.71
40	1.00	0.56	0.72
41	1.00	0.58	0.73
42	1.00	0.59	0.74
43	1.00	0.61	0.75
44	1.00	0.62	0.77
45	1.00	0.63	0.78
46	1.00	0.65	0.79
47	1.00	0.66	0.80
48	0.98	0.66	0.79
49	0.96	0.66	0.78
50	0.94	0.66	0.78
51	0.94	0.68	0.79
52	0.92	0.68	0.78
53	0.92	0.69	0.79
54	0.93	0.70	0.80
55	0.91	0.70	0.79
56	0.89	0.70	0.79
57	0.88	0.70	0.78
58	0.88	0.72	0.79
59	0.88	0.73	0.80
60	0.87	0.73	0.79
61	0.87	0.75	0.80
62	0.87	0.76	0.81
63	0.87	0.77	0.82
64	0.86	0.77	0.81
65	0.85	0.77	0.81
66	0.83	0.77	0.80
67	0.82	0.77	0.80
68	0.81	0.77	0.79
69	0.80	0.77	0.79
70	0.79	0.77	0.78
71	0.79	0.79	0.79
72	0.78	0.79	0.78
73	0.77	0.79	0.78
74	0.76	0.79	0.77
75	0.76	0.80	0.78
76	0.76	0.82	0.79
77	0.77	0.83	0.80
78	0.77	0.85	0.81
79	0.76	0.85	0.80
80	0.76	0.86	0.81
81	0.77	0.87	0.82
82	0.77	0.89	0.82
83	0.76	0.89	0.82
84	0.76	0.90	0.83
85	0.76	0.92	0.83
86	0.76	0.92	0.83
87	0.75	0.92	0.82
88	0.74	0.92	0.82
89	0.73	0.92	0.81
90	0.72	0.92	0.81
91	0.71	0.92	0.80
92	0.72	0.93	0.81
93	0.72	0.94	0.82
94	0.72	0.96	0.82
95	0.72	0.96	0.82
96	0.71	0.96	0.81
97	0.71	0.97	0.82
98	0.71	0.99	0.83
99	0.72	1.00	0.84
100	0.71	1.00	0.83
