
1	0.00	0.00	0.00
2	0.50	0.02	0.03
3	0.33	0.02	0.03
4	0.50	0.03	0.06
5	0.60	0.05	0.10
6	0.50	0.05	0.09
7	0.57	0.07	0.12
8	0.63	0.09	0.15
9	0.56	0.09	0.15
10	0.60	0.10	0.18
11	0.64	0.12	0.20
12	0.67	0.14	0.23
13	0.62	0.14	0.23
14	0.57	0.14	0.22
15	0.60	0.16	0.25
16	0.56	0.16	0.24
17	0.53	0.16	0.24
18	0.56	0.17	0.26
19	0.58	0.19	0.29
20	0.60	0.21	0.31
21	0.62	0.22	0.33
22	0.59	0.22	0.32
23	0.61	0.24	0.35
24	0.63	0.26	0.37
25	0.64	0.28	0.39
26	0.65	0.29	0.40
27	0.67	0.31	0.42
28	0.64	0.31	0.42
29	0.62	0.31	0.41
30	0.63	0.33	0.43
31	0.61	0.33	0.43
32	0.63	0.34	0.44
33	0.61	0.34	0.44
34	0.62	0.36	0.46
35	0.60	0.36	0.45
36	0.61	0.38	0.47
37	0.62	0.40	0.48
38	0.63	0.41	0.50
39	0.62	0.41	0.49
40	0.63	0.43	0.51
41	0.63	0.45	0.53
42	0.64	0.47	0.54
43	0.65	0.48	0.55
44	0.66	0.50	0.57
45	0.67	0.52	0.58
46	0.67	0.53	0.60
47	0.68	0.55	0.61
48	0.69	0.57	0.62
49	0.69	0.59	0.64
50	0.70	0.60	0.65
51	0.71	0.62	0.66
52	0.71	0.64	0.67
53	0.72	0.66	0.68
54	0.72	0.67	0.70
55	0.73	0.69	0.71
56	0.71	0.69	0.70
57	0.72	0.71	0.71
58	0.71	0.71	0.71
59	0.71	0.72	0.72
60	0.70	0.72	0.71
61	0.70	0.74	0.72
62	0.69	0.74	0.72
63	0.68	0.74	0.71
64	0.67	0.74	0.70
65	0.68	0.76	0.72
66	0.68	0.78	0.73
67	0.69	0.79	0.74
68	0.69	0.81	0.75
69	0.70	0.83	0.76
70	0.69	0.83	0.75
71	0.68	0.83	0.74
72	0.67	0.83	0.74
73	0.66	0.83	0.73
74	0.66	0.84	0.74
75	0.65	0.84	0.74
76	0.66	0.86	0.75
77	0.65	0.86	0.74
78	0.64	0.86	0.74
79	0.65	0.88	0.74
80	0.65	0.90	0.75
81	0.64	0.90	0.75
82	0.63	0.90	0.74
83	0.63	0.90	0.74
84	0.63	0.91	0.75
85	0.62	0.91	0.74
86	0.63	0.93	0.75
87	0.62	0.93	0.74
88	0.61	0.93	0.74
89	0.62	0.95	0.75
90	0.61	0.95	0.74
91	0.60	0.95	0.74
92	0.60	0.95	0.73
93	0.59	0.95	0.73
94	0.60	0.97	0.74
95	0.59	0.97	0.73
96	0.58	0.97	0.73
97	0.59	0.98	0.74
98	0.58	0.98	0.73
99	0.58	0.98	0.73
100	0.58	1.00	0.73
