
2	1.00	0.03	0.06
1	1.00	0.02	0.03
3	1.00	0.05	0.09
4	1.00	0.06	0.12
5	1.00	0.08	0.15
6	1.00	0.09	0.17
7	1.00	0.11	0.20
8	1.00	0.13	0.22
9	1.00	0.14	0.25
10	1.00	0.16	0.27
11	1.00	0.17	0.30
12	1.00	0.19	0.32
13	0.92	0.19	0.31
14	0.86	0.19	0.31
15	0.87	0.21	0.33
16	0.88	0.22	0.35
17	0.88	0.24	0.37
18	0.89	0.25	0.39
19	0.84	0.25	0.39
20	0.80	0.25	0.38
21	0.76	0.25	0.38
22	0.73	0.25	0.37
23	0.70	0.25	0.37
24	0.67	0.25	0.36
25	0.64	0.25	0.36
26	0.62	0.25	0.36
27	0.59	0.25	0.35
28	0.57	0.25	0.35
29	0.59	0.27	0.37
30	0.60	0.28	0.38
31	0.61	0.30	0.40
32	0.63	0.31	0.42
33	0.61	0.31	0.41
34	0.59	0.31	0.41
35	0.60	0.33	0.43
36	0.61	0.34	0.44
37	0.59	0.34	0.44
38	0.58	0.34	0.43
39	0.59	0.37	0.45
40	0.60	0.39	0.47
41	0.61	0.41	0.49
42	0.62	0.42	0.50
43	0.63	0.43	0.51
44	0.64	0.44	0.52
45	0.64	0.46	0.54
46	0.65	0.47	0.55
47	0.66	0.49	0.56
48	0.67	0.50	0.57
49	0.67	0.52	0.59
50	0.68	0.53	0.60
51	0.69	0.56	0.61
52	0.69	0.56	0.62
53	0.68	0.56	0.62
54	0.67	0.56	0.61
55	0.67	0.59	0.63
56	0.68	0.59	0.63
57	0.68	0.62	0.65
58	0.69	0.63	0.66
59	0.69	0.65	0.67
60	0.70	0.66	0.68
61	0.69	0.66	0.67
62	0.68	0.66	0.67
63	0.68	0.68	0.68
64	0.69	0.69	0.69
65	0.68	0.69	0.68
66	0.67	0.69	0.68
67	0.67	0.71	0.69
68	0.68	0.72	0.70
69	0.68	0.75	0.71
70	0.69	0.77	0.73
71	0.69	0.78	0.73
72	0.69	0.78	0.74
73	0.68	0.78	0.73
74	0.68	0.78	0.72
75	0.67	0.78	0.72
76	0.66	0.78	0.71
77	0.65	0.78	0.71
78	0.64	0.78	0.70
79	0.63	0.78	0.70
80	0.63	0.78	0.69
81	0.63	0.81	0.71
82	0.63	0.81	0.71
83	0.64	0.84	0.73
84	0.64	0.84	0.73
85	0.65	0.87	0.74
86	0.65	0.88	0.75
87	0.66	0.90	0.76
88	0.66	0.91	0.76
89	0.66	0.94	0.78
90	0.67	0.94	0.78
91	0.66	0.94	0.77
92	0.65	0.94	0.77
93	0.65	0.94	0.76
94	0.64	0.94	0.76
95	0.63	0.94	0.75
96	0.63	0.94	0.75
97	0.63	0.97	0.76
98	0.63	0.97	0.77
99	0.64	1.00	0.78
100 	0.64	1.00	0.78
