1	1.00	0.01	0.02
2	1.00	0.02	0.05
3	1.00	0.04	0.07
4	1.00	0.05	0.09
5	1.00	0.06	0.11
6	1.00	0.07	0.13
7	1.00	0.08	0.15
8	0.88	0.08	0.15
9	0.89	0.09	0.17
10	0.90	0.11	0.19
11	0.91	0.12	0.21
12	0.92	0.13	0.23
13	0.92	0.14	0.24
14	0.93	0.15	0.26
15	0.93	0.16	0.28
16	0.94	0.18	0.30
17	0.94	0.19	0.31
18	0.89	0.19	0.31
19	0.89	0.20	0.33
20	0.90	0.21	0.34
21	0.90	0.22	0.36
22	0.91	0.24	0.37
23	0.91	0.25	0.39
24	0.92	0.26	0.40
25	0.92	0.27	0.42
26	0.92	0.28	0.43
27	0.93	0.29	0.45
28	0.93	0.31	0.46
29	0.93	0.32	0.47
30	0.93	0.33	0.49
31	0.94	0.34	0.50
32	0.94	0.35	0.51
33	0.91	0.35	0.51
34	0.91	0.36	0.52
35	0.91	0.38	0.53
36	0.89	0.38	0.53
37	0.89	0.39	0.54
38	0.89	0.40	0.55
39	0.90	0.41	0.56
40	0.90	0.42	0.58
41	0.88	0.42	0.57
42	0.88	0.44	0.58
43	0.88	0.45	0.59
44	0.89	0.46	0.60
45	0.89	0.47	0.62
46	0.89	0.48	0.63
47	0.89	0.49	0.64
48	0.88	0.49	0.63
49	0.88	0.51	0.64
50	0.88	0.52	0.65
51	0.86	0.52	0.65
52	0.87	0.53	0.66
53	0.87	0.54	0.67
54	0.87	0.55	0.68
55	0.87	0.56	0.69
56	0.88	0.58	0.70
57	0.88	0.59	0.70
58	0.86	0.59	0.70
59	0.86	0.60	0.71
60	0.87	0.61	0.72
61	0.87	0.62	0.73
62	0.87	0.64	0.73
63	0.87	0.65	0.74
64	0.88	0.66	0.75
65	0.88	0.67	0.76
66	0.88	0.68	0.77
67	0.88	0.69	0.78
68	0.88	0.71	0.78
69	0.88	0.72	0.79
70	0.87	0.72	0.79
71	0.86	0.72	0.78
72	0.86	0.73	0.79
73	0.86	0.74	0.80
74	0.86	0.75	0.81
75	0.87	0.76	0.81
76	0.86	0.76	0.81
77	0.86	0.78	0.81
78	0.85	0.78	0.81
79	0.85	0.79	0.82
80	0.85	0.80	0.82
81	0.85	0.81	0.83
82	0.84	0.81	0.83
83	0.84	0.82	0.83
84	0.83	0.82	0.83
85	0.84	0.84	0.84
86	0.84	0.85	0.84
87	0.84	0.86	0.85
88	0.84	0.87	0.86
89	0.84	0.88	0.86
90	0.84	0.89	0.87
91	0.85	0.91	0.87
92	0.85	0.92	0.88
93	0.85	0.93	0.89
94	0.85	0.94	0.89
95	0.85	0.95	0.90
96	0.85	0.96	0.91
97	0.85	0.96	0.90
98	0.85	0.98	0.91
99	0.85	0.99	0.91
100	0.85	1.00	0.92
